ID,score
614,5.0
615,5.0
616,2.0
617,7.0
618,9.0
619,7.0
620,3.0
621,4.0
622,4.0
623,6.0
624,8.0
625,7.0
626,9.0
627,1.0
628,5.0
629,6.0
630,2.0
631,2.0
632,2.0
633,4.0
634,4.0
635,6.0
636,6.0
637,3.0
638,6.0
639,6.0
640,6.0
641,4.0
642,9.0
643,3.0
644,5.0
645,3.0
646,5.0
647,3.0
648,5.0
649,2.0
650,5.0
651,6.0
652,4.0
653,9.0
654,4.0
655,7.0
656,7.0
657,0.0
658,7.0
659,8.0
660,7.0
661,9.0
662,4.0
663,6.0
664,7.0
665,4.0
666,4.0
667,8.0
668,6.0
669,6.0
670,2.0
671,2.0
672,1.0
673,5.0
674,5.0
675,5.0
676,7.0
677,4.0
678,2.0
679,9.0
680,7.0
681,6.0
682,7.0
683,4.0
684,1.0
685,4.0
686,3.0
687,5.0
688,7.0
689,6.0
690,5.0
691,4.0
692,6.0
693,3.0
694,7.0
695,4.0
696,5.0
697,4.0
698,8.0
699,6.0
700,6.0
701,8.0
702,5.0
703,7.0
704,6.0
705,6.0
706,4.0
707,4.0
708,2.0
709,8.0
710,3.0
711,5.0
712,8.0
713,4.0
714,5.0
715,7.0
716,5.0
717,4.0
718,4.0
719,4.0
720,7.0
721,6.0
722,4.0
723,0.0
724,9.0
725,10.0
726,6.0
727,6.0
728,6.0
729,2.0
730,6.0
731,3.0
732,9.0
733,6.0
734,6.0
735,5.0
736,5.0
737,4.0
738,4.0
739,9.0
740,8.0
741,2.0
742,4.0
743,6.0
744,8.0
745,7.0
746,7.0
747,3.0
748,4.0
749,3.0
750,7.0
751,10.0
752,3.0
753,4.0
754,5.0
755,4.0
756,3.0
757,5.0
758,3.0
759,8.0
760,7.0
761,7.0
762,7.0
763,3.0
764,8.0
765,3.0
766,7.0
767,8.0
768,4.0
769,5.0
770,9.0
771,4.0
772,5.0
773,4.0
774,3.0
775,2.0
776,5.0
777,6.0
778,3.0
779,5.0
780,7.0
781,7.0
782,7.0
783,8.0
784,3.0
785,3.0
786,7.0
787,4.0
788,5.0
789,3.0
790,6.0
791,8.0
792,4.0
793,6.0
794,4.0
795,2.0
796,3.0
797,5.0
798,6.0
799,6.0
800,4.0
801,5.0
802,3.0
803,7.0
804,4.0
805,4.0
806,6.0
807,3.0
808,6.0
809,2.0
810,7.0
811,5.0
812,1.0
813,3.0
814,6.0
815,4.0
816,4.0
817,3.0
818,2.0
819,4.0
820,4.0
821,3.0
822,2.0
823,6.0
824,4.0
825,2.0
826,7.0
827,0.0
828,4.0
829,5.0
830,6.0
831,4.0
832,5.0
833,5.0
834,8.0
835,5.0
836,7.0
837,6.0
838,3.0
839,6.0
840,4.0
841,2.0
842,9.0
843,5.0
844,1.0
845,4.0
846,6.0
847,9.0
848,5.0
849,6.0
850,1.0
851,7.0
852,5.0
853,6.0
854,2.0
855,4.0
856,7.0
857,4.0
858,5.0
859,1.0
860,5.0
861,6.0
862,7.0
863,5.0
864,4.0
865,7.0
866,7.0
867,3.0
868,6.0
869,6.0
870,4.0
871,7.0
872,10.0
873,4.0
874,4.0
875,-0.0
876,6.0
877,5.0
878,4.0
879,4.0
880,6.0
881,5.0
882,5.0
883,6.0
884,5.0
885,4.0
886,9.0
887,0.0
888,-0.0
889,9.0
890,5.0
891,1.0
892,2.0
893,3.0
894,6.0
895,5.0
896,8.0
897,4.0
898,1.0
899,8.0
900,10.0
901,4.0
902,9.0
903,4.0
904,4.0
905,1.0
906,5.0
907,4.0
908,5.0
909,5.0
910,3.0
911,6.0
912,2.0
913,5.0
914,2.0
915,8.0
916,7.0
917,4.0
918,6.0
919,7.0
920,10.0
921,4.0
922,8.0
923,0.0
924,4.0
925,10.0
926,4.0
927,4.0
928,8.0
929,7.0
930,2.0
931,5.0
932,7.0
933,4.0
934,3.0
935,0.0
936,4.0
937,7.0
938,7.0
939,8.0
940,7.0
941,1.0
942,7.0
943,5.0
944,3.0
945,6.0
946,3.0
947,6.0
948,4.0
949,4.0
950,5.0
951,5.0
952,5.0
953,5.0
954,5.0
955,4.0
956,3.0
957,2.0
958,6.0
959,4.0
960,5.0
961,8.0
962,3.0
963,5.0
964,2.0
965,8.0
966,6.0
967,5.0
968,3.0
969,5.0
970,8.0
971,5.0
972,4.0
973,5.0
974,5.0
975,6.0
976,2.0
977,4.0
978,0.0
979,5.0
980,7.0
981,2.0
982,6.0
983,5.0
984,7.0
985,4.0
986,3.0
987,6.0
988,7.0
989,6.0
990,6.0
991,2.0
992,7.0
993,6.0
994,6.0
995,5.0
996,8.0
997,4.0
998,4.0
999,7.0
1000,7.0
1001,4.0
1002,5.0
1003,7.0
1004,-0.0
1005,6.0
1006,7.0
1007,10.0
1008,9.0
1009,5.0
1010,5.0
1011,2.0
1012,6.0
1013,10.0
1014,3.0
1015,3.0
1016,3.0
1017,4.0
1018,0.0
1019,2.0
1020,8.0
1021,8.0
1022,6.0
1023,7.0
1024,8.0
1025,5.0
1026,7.0
1027,2.0
1028,4.0
1029,4.0
1030,0.0
1031,7.0
1032,7.0
1033,5.0
1034,6.0
1035,10.0
1036,2.0
1037,4.0
1038,7.0
1039,4.0
1040,5.0
1041,6.0
1042,6.0
1043,6.0
1044,3.0
1045,7.0
1046,5.0
1047,7.0
1048,1.0
1049,5.0
1050,6.0
1051,6.0
1052,4.0
1053,7.0
1054,4.0
1055,5.0
1056,6.0
1057,5.0
1058,5.0
1059,7.0
1060,6.0
1061,10.0
1062,4.0
1063,7.0
1064,4.0
1065,3.0
1066,2.0
1067,0.0
1068,7.0
1069,6.0
1070,6.0
1071,1.0
1072,7.0
1073,7.0
1074,5.0
1075,2.0
1076,7.0
1077,4.0
1078,4.0
1079,8.0
1080,2.0
1081,5.0
1082,1.0
1083,2.0
1084,6.0
1085,6.0
1086,3.0
1087,5.0
1088,10.0
1089,5.0
1090,3.0
1091,6.0
1092,8.0
1093,5.0
1094,3.0
1095,5.0
1096,3.0
1097,5.0
1098,8.0
1099,4.0
1100,3.0
1101,5.0
1102,7.0
1103,1.0
1104,3.0
1105,7.0
1106,0.0
1107,4.0
1108,5.0
1109,6.0
1110,4.0
1111,6.0
1112,9.0
1113,4.0
1114,5.0
1115,6.0
1116,4.0
1117,7.0
1118,5.0
1119,5.0
1120,2.0
1121,5.0
1122,3.0
1123,4.0
1124,4.0
1125,4.0
1126,4.0
1127,4.0
1128,6.0
1129,8.0
1130,3.0
1131,6.0
1132,4.0
1133,5.0
1134,6.0
1135,7.0
1136,3.0
1137,6.0
1138,7.0
1139,6.0
1140,9.0
1141,2.0
1142,8.0
1143,9.0
1144,2.0
1145,4.0
1146,7.0
1147,5.0
1148,7.0
1149,8.0
1150,5.0
1151,7.0
1152,7.0
1153,0.0
1154,4.0
1155,4.0
1156,6.0
1157,4.0
1158,6.0
1159,2.0
1160,1.0
1161,4.0
1162,4.0
1163,4.0
1164,5.0
1165,3.0
1166,7.0
1167,5.0
1168,6.0
1169,6.0
1170,3.0
1171,6.0
1172,0.0
1173,3.0
1174,9.0
1175,2.0
1176,6.0
1177,6.0
1178,4.0
1179,5.0
1180,8.0
1181,8.0
1182,6.0
1183,9.0
1184,6.0
1185,7.0
1186,5.0
1187,7.0
1188,6.0
1189,3.0
1190,7.0
1191,5.0
1192,4.0
1193,6.0
1194,5.0
1195,6.0
1196,7.0
1197,3.0
1198,3.0
1199,9.0
1200,2.0
1201,1.0
1202,7.0
1203,4.0
1204,7.0
1205,7.0
1206,3.0
1207,1.0
1208,8.0
1209,4.0
1210,9.0
1211,4.0
1212,2.0
1213,7.0
1214,5.0
1215,6.0
1216,6.0
1217,8.0
1218,9.0
1219,0.0
1220,6.0
1221,6.0
1222,3.0
1223,5.0
1224,5.0
1225,7.0
1226,3.0
1227,3.0
1228,5.0
1229,2.0
1230,5.0
1231,3.0
1232,5.0
1233,5.0
1234,6.0
1235,2.0
1236,9.0
1237,7.0
1238,4.0
1239,3.0
1240,7.0
1241,4.0
1242,4.0
1243,2.0
1244,7.0
1245,8.0
1246,4.0
1247,1.0
1248,7.0
1249,7.0
1250,4.0
1251,5.0
1252,5.0
1253,6.0
1254,7.0
1255,5.0
1256,0.0
1257,5.0
1258,5.0
1259,5.0
1260,5.0
1261,6.0
1262,4.0
1263,2.0
1264,-0.0
1265,7.0
1266,3.0
1267,2.0
1268,0.0
1269,7.0
1270,2.0
1271,5.0
1272,4.0
1273,4.0
1274,3.0
1275,6.0
1276,2.0
1277,7.0
1278,2.0
1279,3.0
1280,7.0
1281,0.0
1282,2.0
1283,2.0
1284,0.0
1285,7.0
1286,4.0
1287,6.0
1288,7.0
1289,3.0
1290,3.0
1291,5.0
1292,0.0
1293,5.0
1294,4.0
1295,4.0
1296,2.0
1297,4.0
1298,8.0
1299,4.0
1300,2.0
1301,8.0
1302,5.0
1303,3.0
1304,6.0
1305,5.0
1306,0.0
1307,5.0
1308,3.0
1309,3.0
1310,4.0
1311,4.0
1312,5.0
1313,5.0
1314,5.0
1315,8.0
1316,6.0
1317,4.0
1318,5.0
1319,7.0
1320,5.0
1321,2.0
1322,4.0
1323,5.0
1324,6.0
1325,9.0
1326,4.0
1327,8.0
1328,8.0
1329,4.0
1330,6.0
1331,6.0
1332,4.0
1333,8.0
1334,5.0
1335,3.0
1336,3.0
1337,7.0
1338,2.0
1339,3.0
1340,3.0
1341,4.0
1342,6.0
1343,8.0
1344,7.0
1345,3.0
1346,5.0
1347,6.0
1348,3.0
1349,5.0
1350,2.0
1351,4.0
1352,5.0
1353,5.0
1354,6.0
1355,5.0
1356,4.0
1357,10.0
1358,8.0
1359,2.0
1360,6.0
1361,7.0
1362,6.0
1363,5.0
1364,4.0
1365,6.0
1366,6.0
1367,8.0
1368,5.0
1369,6.0
1370,2.0
1371,6.0
1372,8.0
1373,5.0
1374,5.0
1375,4.0
1376,6.0
1377,3.0
1378,5.0
1379,10.0
1380,3.0
1381,4.0
1382,6.0
1383,1.0
1384,5.0
1385,2.0
1386,3.0
1387,7.0
1388,6.0
1389,9.0
1390,10.0
1391,5.0
1392,0.0
1393,7.0
1394,5.0
1395,7.0
1396,7.0
1397,7.0
1398,8.0
1399,10.0
1400,8.0
1401,4.0
1402,3.0
1403,10.0
1404,8.0
1405,7.0
1406,6.0
1407,-0.0
1408,4.0
1409,2.0
1410,7.0
1411,2.0
1412,3.0
1413,4.0
1414,6.0
1415,9.0
1416,6.0
1417,6.0
1418,4.0
1419,6.0
1420,6.0
1421,6.0
1422,2.0
1423,5.0
1424,8.0
1425,6.0
1426,1.0
1427,3.0
1428,2.0
1429,6.0
1430,4.0
1431,4.0
1432,6.0
1433,7.0
1434,9.0
1435,8.0
1436,4.0
1437,1.0
1438,6.0
1439,6.0
1440,2.0
1441,4.0
1442,5.0
1443,4.0
1444,5.0
1445,4.0
1446,5.0
1447,7.0
1448,5.0
1449,4.0
1450,3.0
1451,4.0
1452,6.0
1453,8.0
1454,5.0
1455,4.0
1456,7.0
1457,1.0
1458,5.0
1459,7.0
1460,7.0
1461,6.0
1462,5.0
1463,5.0
1464,10.0
1465,7.0
1466,6.0
1467,6.0
1468,7.0
1469,6.0
1470,3.0
1471,6.0
1472,5.0
1473,3.0
1474,5.0
1475,10.0
1476,2.0
1477,4.0
1478,4.0
1479,-0.0
1480,7.0
1481,7.0
1482,2.0
1483,3.0
1484,4.0
1485,5.0
1486,2.0
1487,6.0
1488,0.0
1489,7.0
1490,3.0
1491,5.0
1492,4.0
1493,5.0
1494,5.0
1495,6.0
1496,7.0
1497,6.0
1498,8.0
1499,3.0
1500,8.0
1501,7.0
1502,4.0
1503,3.0
1504,6.0
1505,6.0
1506,8.0
1507,5.0
1508,1.0
1509,6.0
1510,3.0
1511,9.0
1512,8.0
1513,4.0
1514,4.0
1515,8.0
1516,3.0
1517,2.0
1518,3.0
1519,7.0
1520,6.0
1521,8.0
1522,0.0
1523,3.0
1524,6.0
1525,4.0
1526,2.0
1527,4.0
1528,6.0
1529,4.0
1530,7.0
1531,4.0
1532,5.0
1533,5.0
1534,5.0
1535,1.0
1536,3.0
1537,8.0
1538,2.0
1539,5.0
1540,3.0
1541,5.0
1542,6.0
1543,2.0
1544,7.0
1545,6.0
1546,6.0
1547,4.0
1548,7.0
1549,3.0
1550,7.0
1551,5.0
1552,6.0
1553,6.0
1554,8.0
1555,5.0
1556,10.0
1557,7.0
1558,4.0
1559,7.0
1560,3.0
1561,6.0
1562,0.0
1563,10.0
1564,8.0
1565,7.0
1566,0.0
1567,8.0
1568,3.0
1569,4.0
1570,5.0
1571,5.0
1572,7.0
1573,2.0
1574,8.0
1575,4.0
1576,6.0
1577,6.0
1578,6.0
1579,2.0
1580,4.0
1581,5.0
1582,3.0
1583,2.0
1584,2.0
1585,1.0
1586,0.0
1587,4.0
1588,4.0
1589,1.0
1590,3.0
1591,0.0
1592,2.0
1593,3.0
1594,4.0
1595,5.0
1596,10.0
1597,4.0
1598,5.0
1599,6.0
1600,7.0
1601,5.0
1602,6.0
1603,7.0
1604,7.0
1605,4.0
1606,3.0
1607,5.0
1608,5.0
1609,1.0
1610,6.0
1611,7.0
1612,10.0
1613,2.0
1614,4.0
1615,7.0
1616,6.0
1617,4.0
1618,3.0
1619,4.0
1620,3.0
1621,5.0
1622,5.0
1623,5.0
1624,3.0
1625,3.0
1626,5.0
1627,6.0
1628,7.0
1629,10.0
1630,4.0
1631,4.0
1632,0.0
1633,6.0
1634,4.0
1635,3.0
1636,5.0
1637,7.0
1638,4.0
1639,5.0
1640,4.0
1641,2.0
1642,4.0
1643,5.0
1644,5.0
1645,2.0
1646,5.0
1647,5.0
1648,6.0
1649,6.0
1650,5.0
1651,4.0
1652,8.0
1653,9.0
1654,7.0
1655,7.0
1656,7.0
1657,8.0
1658,3.0
1659,6.0
1660,3.0
1661,6.0
1662,3.0
1663,6.0
1664,2.0
1665,3.0
1666,4.0
1667,7.0
1668,7.0
1669,5.0
1670,6.0
1671,10.0
1672,4.0
1673,0.0
1674,8.0
1675,6.0
1676,4.0
1677,5.0
1678,2.0
1679,9.0
1680,6.0
1681,5.0
1682,7.0
1683,4.0
1684,3.0
1685,5.0
1686,4.0
1687,7.0
1688,6.0
1689,6.0
1690,2.0
1691,7.0
1692,5.0
1693,3.0
1694,5.0
1695,8.0
1696,5.0
1697,3.0
1698,9.0
1699,4.0
1700,3.0
1701,6.0
1702,3.0
1703,4.0
1704,4.0
1705,5.0
1706,5.0
1707,6.0
1708,6.0
1709,5.0
1710,5.0
1711,2.0
1712,8.0
1713,4.0
1714,3.0
1715,5.0
1716,3.0
1717,7.0
1718,7.0
1719,5.0
1720,5.0
1721,7.0
1722,7.0
1723,5.0
1724,5.0
1725,4.0
1726,7.0
1727,6.0
1728,3.0
1729,7.0
1730,5.0
1731,5.0
1732,7.0
1733,7.0
1734,4.0
1735,6.0
1736,5.0
1737,7.0
1738,8.0
1739,4.0
1740,5.0
1741,5.0
1742,8.0
1743,5.0
1744,4.0
1745,4.0
1746,0.0
1747,5.0
1748,9.0
1749,3.0
1750,3.0
1751,4.0
1752,7.0
1753,4.0
1754,1.0
1755,2.0
1756,5.0
1757,8.0
1758,8.0
1759,6.0
1760,6.0
1761,3.0
1762,8.0
1763,2.0
1764,5.0
1765,3.0
1766,5.0
1767,7.0
1768,8.0
1769,6.0
1770,6.0
1771,7.0
1772,8.0
1773,6.0
1774,7.0
1775,7.0
1776,4.0
1777,5.0
1778,5.0
1779,9.0
1780,9.0
1781,6.0
1782,3.0
1783,9.0
1784,4.0
1785,4.0
1786,1.0
1787,4.0
1788,6.0
1789,4.0
1790,2.0
1791,2.0
1792,7.0
1793,4.0
1794,7.0
1795,2.0
1796,5.0
1797,5.0
1798,7.0
1799,3.0
1800,7.0
1801,2.0
1802,3.0
1803,6.0
1804,6.0
1805,5.0
1806,2.0
1807,7.0
1808,6.0
1809,3.0
1810,2.0
1811,10.0
1812,6.0
1813,5.0
1814,7.0
1815,5.0
1816,4.0
1817,4.0
1818,6.0
1819,7.0
1820,5.0
1821,5.0
1822,4.0
1823,4.0
1824,5.0
1825,5.0
1826,7.0
1827,3.0
1828,6.0
1829,7.0
1830,4.0
1831,5.0
1832,6.0
1833,5.0
1834,9.0
1835,9.0
1836,6.0
1837,2.0
1838,6.0
1839,4.0
1840,3.0
1841,7.0
1842,7.0
1843,8.0
1844,5.0
1845,8.0
1846,3.0
1847,2.0
1848,8.0
1849,1.0
1850,2.0
1851,3.0
1852,5.0
1853,6.0
1854,2.0
1855,5.0
1856,7.0
1857,6.0
1858,8.0
1859,4.0
1860,4.0
1861,5.0
1862,6.0
1863,6.0
1864,5.0
1865,7.0
1866,5.0
1867,7.0
1868,1.0
1869,6.0
1870,5.0
1871,6.0
1872,4.0
1873,4.0
1874,7.0
1875,5.0
1876,5.0
1877,8.0
1878,4.0
1879,7.0
1880,3.0
1881,2.0
1882,5.0
1883,8.0
1884,1.0
1885,7.0
1886,6.0
1887,2.0
1888,9.0
1889,4.0
1890,3.0
1891,8.0
1892,5.0
1893,8.0
1894,1.0
1895,7.0
1896,6.0
1897,7.0
1898,7.0
1899,7.0
1900,6.0
1901,2.0
1902,4.0
1903,3.0
1904,4.0
1905,6.0
1906,5.0
1907,1.0
1908,2.0
1909,7.0
1910,3.0
1911,3.0
1912,2.0
1913,4.0
1914,3.0
1915,4.0
1916,7.0
1917,5.0
1918,4.0
1919,4.0
1920,4.0
1921,8.0
1922,8.0
1923,6.0
1924,4.0
1925,6.0
1926,6.0
1927,5.0
1928,7.0
1929,8.0
1930,-0.0
1931,7.0
1932,0.0
1933,7.0
1934,4.0
1935,3.0
1936,4.0
1937,10.0
1938,3.0
1939,7.0
1940,6.0
1941,4.0
1942,8.0
1943,7.0
1944,8.0
1945,7.0
1946,10.0
1947,6.0
1948,5.0
1949,7.0
1950,8.0
1951,3.0
1952,5.0
1953,8.0
1954,7.0
1955,5.0
1956,6.0
1957,6.0
1958,8.0
1959,6.0
1960,8.0
1961,5.0
1962,5.0
1963,8.0
1964,8.0
1965,6.0
1966,6.0
1967,3.0
1968,2.0
1969,7.0
1970,7.0
1971,6.0
1972,4.0
1973,9.0
1974,7.0
1975,3.0
1976,7.0
1977,5.0
1978,7.0
1979,2.0
1980,3.0
1981,0.0
1982,3.0
1983,7.0
1984,5.0
1985,5.0
1986,7.0
1987,3.0
1988,3.0
1989,4.0
1990,0.0
1991,6.0
1992,5.0
1993,2.0
1994,2.0
1995,5.0
1996,3.0
1997,6.0
1998,4.0
1999,6.0
2000,3.0
2001,5.0
2002,5.0
2003,4.0
2004,1.0
2005,3.0
2006,4.0
2007,10.0
2008,2.0
2009,5.0
2010,8.0
2011,7.0
2012,7.0
2013,6.0
2014,4.0
2015,5.0
2016,6.0
2017,8.0
2018,5.0
2019,7.0
2020,6.0
2021,3.0
2022,10.0
2023,6.0
2024,7.0
2025,3.0
2026,4.0
2027,2.0
2028,8.0
2029,2.0
2030,7.0
2031,3.0
2032,9.0
2033,8.0
2034,9.0
2035,4.0
2036,7.0
2037,3.0
2038,3.0
2039,6.0
2040,4.0
2041,5.0
2042,2.0
2043,5.0
2044,7.0
2045,4.0
2046,5.0
2047,6.0
2048,7.0
2049,7.0
2050,3.0
2051,7.0
2052,6.0
2053,3.0
2054,6.0
2055,5.0
2056,3.0
2057,4.0
2058,4.0
2059,6.0
2060,4.0
2061,5.0
2062,3.0
2063,2.0
2064,5.0
2065,5.0
2066,7.0
2067,10.0
2068,6.0
2069,4.0
2070,4.0
2071,7.0
2072,1.0
2073,5.0
2074,2.0
2075,3.0
2076,6.0
2077,4.0
2078,3.0
2079,3.0
2080,4.0
2081,10.0
2082,5.0
2083,3.0
2084,3.0
2085,3.0
2086,3.0
2087,4.0
2088,8.0
2089,4.0
2090,5.0
2091,6.0
2092,5.0
2093,6.0
2094,5.0
2095,6.0
2096,2.0
2097,2.0
2098,6.0
2099,6.0
2100,5.0
2101,6.0
2102,7.0
2103,2.0
2104,6.0
2105,3.0
2106,5.0
2107,8.0
2108,3.0
2109,4.0
2110,4.0
2111,4.0
2112,6.0
2113,4.0
2114,6.0
2115,4.0
2116,6.0
2117,7.0
2118,1.0
2119,3.0
2120,4.0
2121,5.0
2122,5.0
2123,6.0
2124,5.0
2125,5.0
2126,4.0
2127,6.0
2128,3.0
2129,2.0
2130,7.0
2131,6.0
2132,8.0
2133,2.0
2134,4.0
2135,7.0
2136,7.0
2137,2.0
2138,5.0
2139,2.0
